player1_id,player1_name,player2_id,player2_name,player1_wins,player2_wins,player1_weighted_wins,player2_weighted_wins,games
1272012,Erol Dane Mula,24897019,Robert Hedin,29,23,21.964075995945844,16.334254059273732,52
1006220,Erik Gårdelöf,6686119,Levi Pavdeja,29,23,21.066423016344665,17.39732720355271,52
51736666,Yakup Aliz,7719582,Astrid E. Pedersen,26,26,18.582958315518148,18.590126612056295,52
1298131,Jack Nordby,16144084,Truls Bakken,32,20,22.884567089631222,14.302854431019513,52
1510340,Andris Viksnins,2827292,Simen Jøndal,32,20,8.237516976393092,5.5895922982303725,52
4797871,Johannes Ulsund,6839980,Daniel Lorentzen-Styr,16,36,4.035046150376661,9.072491773417605,52
1006458,Roger Rasmussen,51736666,Yakup Aliz,34,17,31.81501939579404,15.90750969789702,51
1006220,Erik Gårdelöf,1006513,Thomas Fjæran,24,27,20.171342681854515,22.652582945238336,51
1006204,Egil Arne Sørensen,1006214,Emil André Gangfløt,15,36,11.810984619806106,27.41241160487261,51
10220035,Marius Lamby Solvang,7959797,Pergantis Zalachas,28,23,10.417479970932899,9.283059123365982,51
1093760,Mindaugas Jomantas,25484464,Joaquin K. Yovine,25,26,17.379186117943306,18.15528171509576,51
1093760,Mindaugas Jomantas,16144084,Truls Bakken,27,24,16.249880053414017,14.696817341119171,51
2660053,Morten Bjellås,6839980,Daniel Lorentzen-Styr,18,33,4.081155948758622,8.584800197063762,51
1510340,Andris Viksnins,6691281,Andreas Wahr-Hansen,28,23,8.978579496300423,7.188691503731889,51
1393993,Ronny Sørlie,1510340,Andris Viksnins,27,24,5.8709588167977325,5.213958079253787,51
1006208,Eirik Riisnæs,1033026,Robin Hagerup Ertesvåg,24,27,3.104213610315316,3.6844916412122397,51
54197755,Tom erik Lysenstøen,63113578,Håkon Kristiansen,24,26,20.84795306021752,22.504588805278363,50
26005654,Jacob Sæther,26143903,Katrine Sætereng,32,18,28.462759032540788,15.733163172451214,50
1006373,Mark McGauley,1006458,Roger Rasmussen,25,25,14.550376056492102,15.35428701631595,50
17978686,Ibra Alkhader,51736666,Yakup Aliz,31,19,26.816108900174925,17.020276756689633,50
17978686,Ibra Alkhader,54197755,Tom erik Lysenstøen,41,9,33.64906788977301,7.528449696153459,50
