tournament_id,name,url,starttime
7102228,Terje bursdag 3vant 7 jan 2020,https://cuescore.com/tournament/Terje+bursdag+3vant+7+jan+2020/7102228,2020-01-07T15:39:00Z
7099419,Amatørturnering Nivå 2,https://cuescore.com/tournament/Amat%C3%B8rturnering+Niv%C3%A5+2/7099419,2020-01-06T17:00:00Z
7099422,Advancedturnering,https://cuescore.com/tournament/Advancedturnering/7099422,2020-01-06T17:00:00Z
6530550,Oslo BK Romjulstreffen 2019,https://cuescore.com/tournament/Oslo+BK+Romjulstreffen+2019/6530550,2019-12-26T13:00:00Z
7034242,Oslo BK KT 41 2019,https://cuescore.com/tournament/Oslo+BK+KT+41+2019/7034242,2019-12-18T17:00:00Z
7031642,Scotch Doubles Oslo Biljardsenter,https://cuescore.com/tournament/Scotch+Doubles+Oslo+Biljardsenter/7031642,2019-12-15T23:00:00Z
7027184,Scotch Double - Jubileums turnering,https://cuescore.com/tournament/Scotch+Double+-+Jubileums+turnering/7027184,2019-12-14T23:21:00Z
7027019,Jubileum 30 år OBK,https://cuescore.com/tournament/Jubileum+30+%C3%A5r+OBK/7027019,2019-12-14T21:39:00Z
6331466,TAOMligaen - Runde 7/7 - 9 ball m/rebuy GRAND FINALE,https://cuescore.com/tournament/TAOMligaen+-+Runde+7%252F7+-+9+ball+m%252Frebuy+GRAND+FINALE/6331466,2019-12-14T10:15:00Z
7008569,Oslo BK KT 40 2019,https://cuescore.com/tournament/Oslo+BK+KT+40+2019/7008569,2019-12-11T17:10:00Z
7009972,Tirsdags carom,https://cuescore.com/tournament/Tirsdags+carom/7009972,2019-12-10T15:15:00Z
7000167,Advancedturnering,https://cuescore.com/tournament/Advancedturnering/7000167,2019-12-09T17:00:00Z
7000165,Amatørturnering Nivå 2,https://cuescore.com/tournament/Amat%C3%B8rturnering+Niv%C3%A5+2/7000165,2019-12-09T17:00:00Z
7000163,Amatørturnering,https://cuescore.com/tournament/Amat%C3%B8rturnering/7000163,2019-12-09T17:00:00Z
6331464,TAOMligaen - Runde 6/7 - 9 ball m/rebuy,https://cuescore.com/tournament/TAOMligaen+-+Runde+6%252F7+-+9+ball+m%252Frebuy/6331464,2019-12-07T10:15:00Z
6966378,Oslo BK KT 39 2019,https://cuescore.com/tournament/Oslo+BK+KT+39+2019/6966378,2019-12-04T17:00:00Z
6962841,Second Chance,https://cuescore.com/tournament/Second+Chance/6962841,2019-12-02T17:38:00Z
6961459,Amatørturnering Nivå 2,https://cuescore.com/tournament/Amat%C3%B8rturnering+Niv%C3%A5+2/6961459,2019-12-02T17:00:00Z
6960800,Advancedturneing,https://cuescore.com/tournament/Advancedturneing/6960800,2019-12-02T17:00:00Z
6961455,Amatørturnering,https://cuescore.com/tournament/Amat%C3%B8rturnering/6961455,2019-12-02T17:00:00Z
6910888,Oslo BK KT 38 2019,https://cuescore.com/tournament/Oslo+BK+KT+38+2019/6910888,2019-11-27T16:55:00Z
6907877,Amatørturnering,https://cuescore.com/tournament/Amat%C3%B8rturnering/6907877,2019-11-25T17:00:00Z
6907879,Amatørturnering Nivå 2,https://cuescore.com/tournament/Amat%C3%B8rturnering+Niv%C3%A5+2/6907879,2019-11-25T17:00:00Z
6907881,Advancedturnering,https://cuescore.com/tournament/Advancedturnering/6907881,2019-11-25T17:00:00Z
6331462,TAOMligaen - Runde 5/7 - Scotch Double m/rebuy,https://cuescore.com/tournament/TAOMligaen+-+Runde+5%252F7+-+Scotch+Double+m%252Frebuy/6331462,2019-11-23T10:15:00Z
6867022,Oslo BK KT 37 2019,https://cuescore.com/tournament/Oslo+BK+KT+37+2019/6867022,2019-11-20T18:01:00Z
6860229,Amatørturnering Nivå 2,https://cuescore.com/tournament/Amat%C3%B8rturnering+Niv%C3%A5+2/6860229,2019-11-18T17:00:00Z
6860194,Amatørturnering,https://cuescore.com/tournament/Amat%C3%B8rturnering/6860194,2019-11-18T17:00:00Z
6860232,Advancedturnering,https://cuescore.com/tournament/Advancedturnering/6860232,2019-11-18T17:00:00Z
6829286,Oslo BK KT 36 2019,https://cuescore.com/tournament/Oslo+BK+KT+36+2019/6829286,2019-11-13T17:00:00Z
6833466,Amatørturnering Nivå 2,https://cuescore.com/tournament/Amat%C3%B8rturnering+Niv%C3%A5+2/6833466,2019-11-11T17:00:00Z
6833468,Advancedturnering,https://cuescore.com/tournament/Advancedturnering/6833468,2019-11-11T17:00:00Z
6833464,Amatørturnering,https://cuescore.com/tournament/Amat%C3%B8rturnering/6833464,2019-11-11T17:00:00Z
